structure,z,L,energy_eV,energy_rel_eV
PDI-BT-COF-same_z51_L020_incl,5.1,2.0,-155797.92751707917,2.9302450951072387
PDI-BT-COF-same_z51_L030_incl,5.1,3.0,-155797.85030291651,3.0074592577584554
PDI-BT-COF-same_z51_L040_incl,5.1,4.0,-155797.7839945485,3.073767625784967
PDI-BT-COF-same_z51_L050_incl,5.1,5.0,-155797.7157421942,3.1420199800631963
PDI-BT-COF-same_z51_L060_incl,5.1,6.0,-155797.64859031266,3.209171861613868
PDI-BT-COF-same_z51_L070_incl,5.1,7.0,-155797.60509231075,3.252669863519259
PDI-BT-COF-same_z51_L080_incl,5.1,8.0,-155797.57581471643,3.2819474578427617
PDI-BT-COF-same_z51_L090_incl,5.1,9.0,-155797.55233306703,3.305429107247619
PDI-BT-COF-same_z51_L100_incl,5.1,10.0,-155797.53615539902,3.3216067752509844
PDI-BT-COF-same_z51_L110_incl,5.1,11.0,-155797.5253469779,3.332415196375223
PDI-BT-COF-same_z51_L120_incl,5.1,12.0,-155797.52848349683,3.3292786774400156
PDI-BT-COF-same_z51_L130_incl,5.1,13.0,-155797.55577152438,3.3019906498957425
PDI-BT-COF-same_z51_L140_incl,5.1,14.0,-155797.61818452753,3.2395776467456017
PDI-BT-COF-same_z51_L150_incl,5.1,15.0,-155797.68536222982,3.172399944451172
PDI-BT-COF-same_z51_L160_incl,5.1,16.0,-155797.7452828065,3.1124793677590787
PDI-BT-COF-same_z51_L170_incl,5.1,17.0,-155797.74429783868,3.113464335590834
PDI-BT-COF-same_z51_L180_incl,5.1,18.0,-155797.7697668111,3.0879953631665558
PDI-BT-COF-same_z51_L181_incl,5.1,18.1,-155797.76682360252,3.090938571753213
PDI-BT-COF-same_z52_L000_incl,5.2,0.0,-155797.9525770581,2.9051851161639206
PDI-BT-COF-same_z52_L010_incl,5.2,1.0,-155797.8736320275,2.9841301467677113
PDI-BT-COF-same_z52_L020_incl,5.2,2.0,-155797.8191368753,3.038625298970146
PDI-BT-COF-same_z52_L030_incl,5.2,3.0,-155797.77136870837,3.086393465899164
PDI-BT-COF-same_z52_L040_incl,5.2,4.0,-155797.72520024097,3.132561933307443
PDI-BT-COF-same_z52_L050_incl,5.2,5.0,-155797.67175887033,3.1860033039411064
PDI-BT-COF-same_z52_L060_incl,5.2,6.0,-155797.61502557332,3.242736600950593
PDI-BT-COF-same_z52_L070_incl,5.2,7.0,-155797.57905551427,3.278706659999443
PDI-BT-COF-same_z52_L080_incl,5.2,8.0,-155797.55315775104,3.3046044232323766
PDI-BT-COF-same_z52_L090_incl,5.2,9.0,-155797.53324007997,3.324522094306303
PDI-BT-COF-same_z52_L100_incl,5.2,10.0,-155797.51974904048,3.3380131337908097
PDI-BT-COF-same_z52_L110_incl,5.2,11.0,-155797.51030675997,3.3474554143031128
PDI-BT-COF-same_z52_L120_incl,5.2,12.0,-155797.51195094804,3.3458112262305804
PDI-BT-COF-same_z52_L130_incl,5.2,13.0,-155797.53414090493,3.323621269344585
PDI-BT-COF-same_z52_L140_incl,5.2,14.0,-155797.5887340306,3.269028143666219
PDI-BT-COF-same_z52_L150_incl,5.2,15.0,-155797.64870908088,3.2090530933928676
PDI-BT-COF-same_z52_L160_incl,5.2,16.0,-155797.70921707602,3.1485450982581824
PDI-BT-COF-same_z52_L170_incl,5.2,17.0,-155797.7322438801,3.125518294167705
PDI-BT-COF-same_z52_L180_incl,5.2,18.0,-155797.76541823614,3.0923439381294884
PDI-BT-COF-same_z52_L181_incl,5.2,18.1,-155797.76368596117,3.094076213106746
PDI-BT-COF-same_z53_L000_incl,5.3,0.0,-155797.8254240266,3.032338147662813
PDI-BT-COF-same_z53_L010_incl,5.3,1.0,-155797.7614208224,3.0963413518620655
PDI-BT-COF-same_z53_L020_incl,5.3,2.0,-155797.7285037669,3.1292584073671605
PDI-BT-COF-same_z53_L030_incl,5.3,3.0,-155797.7056249659,3.1521372083807364
PDI-BT-COF-same_z53_L040_incl,5.3,4.0,-155797.67599197302,3.1817702012485825
PDI-BT-COF-same_z53_L050_incl,5.3,5.0,-155797.63453699506,3.2232251792156603
PDI-BT-COF-same_z53_L060_incl,5.3,6.0,-155797.5874866106,3.270275563671021
PDI-BT-COF-same_z53_L070_incl,5.3,7.0,-155797.55753878626,3.300223388010636
PDI-BT-COF-same_z53_L080_incl,5.3,8.0,-155797.53451440096,3.323247773310868
PDI-BT-COF-same_z53_L090_incl,5.3,9.0,-155797.5177929643,3.3399692099774256
PDI-BT-COF-same_z53_L100_incl,5.3,10.0,-155797.50635032053,3.35141185374232
PDI-BT-COF-same_z53_L110_incl,5.3,11.0,-155797.4981567728,3.359605401463341
PDI-BT-COF-same_z53_L120_incl,5.3,12.0,-155797.49881414513,3.3589480291411746
PDI-BT-COF-same_z53_L130_incl,5.3,13.0,-155797.51644984432,3.341312329954235
PDI-BT-COF-same_z53_L140_incl,5.3,14.0,-155797.56337245883,3.2943897154473234
PDI-BT-COF-same_z53_L150_incl,5.3,15.0,-155797.61690162143,3.2408605528471526
PDI-BT-COF-same_z53_L160_incl,5.3,16.0,-155797.67415859565,3.1836035786254797
PDI-BT-COF-same_z53_L170_incl,5.3,17.0,-155797.71174143185,3.146020742424298
